,,,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange,currentTimestep,sent_time_ns,recv_time_ns,latency
'3.129',3,129,83311942.26,20.66822039,20.66822039,1243.99985,1243.99985,59671.9921,32.37172987,20,,,
'3.130',3,130,83647515.89,20.91035545,20.91035545,1264.910205,1264.910205,60936.90231,32.09932877,20,,,
'3.131',3,131,83979662.01,21.15536353,21.15536353,1286.065569,1286.065569,62222.96788,31.82970996,20,,,
'3.132',3,132,84308682.46,21.4033883,21.4033883,1307.468957,1307.468957,63530.43683,31.56262839,20,,,
'3.133',3,133,84634856.83,21.6545722,21.6545722,1329.123529,1329.123529,64859.56036,31.29785712,20,,,
'3.134',3,134,84958443.53,21.90905673,21.90905673,1351.032586,1351.032586,66210.59295,31.03518639,20,,,
'3.135',3,135,85279680.86,22.16698267,22.16698267,1373.199569,1373.199569,67583.79252,30.77442276,20,,,
'3.136',3,136,85598788.16,22.42849035,22.42849035,1395.628059,1395.628059,68979.42057,30.51538817,20,,,
'3.137',3,137,85915966.92,22.69371991,22.69371991,1418.321779,1418.321779,70397.74235,30.25791907,20,,,
'3.138',3,138,86231401.88,22.96281161,22.96281161,1441.28459,1441.28459,71839.02694,30.0018655,20,,,
'3.139',3,139,86545262.08,23.23590612,23.23590612,1464.520497,1464.520497,73303.54744,29.74709022,20,,,
'3.140',3,140,86857701.99,23.51314483,23.51314483,1488.033641,1488.033641,74791.58108,29.49346787,20,,,
'3.141',3,141,87168862.45,23.79467012,23.79467012,1511.828312,1511.828312,76303.40939,29.24088412,20,,,
'3.142',3,142,87478871.7,24.08062573,24.08062573,1535.908937,1535.908937,77839.31833,28.98923484,20,,,
'3.143',3,143,87787846.33,24.37115701,24.37115701,1560.280094,1560.280094,79399.59843,28.73842543,20,,,
'3.144',3,144,88095892.12,24.66641133,24.66641133,1584.946506,1584.946506,80984.54493,28.48836999,20,,,
'3.145',3,145,88403104.97,24.96653832,24.96653832,1609.913044,1609.913044,82594.45797,28.2389907,20,,,
'3.146',3,146,88709571.64,25.27169024,25.27169024,1635.184734,1635.184734,84229.64271,27.99021711,20,,,
'3.147',3,147,89015370.54,25.58202233,25.58202233,1660.766756,1660.766756,85890.40947,27.74198558,20,,,
'3.148',3,148,89320572.43,25.89769311,25.89769311,1686.66445,1686.66445,87577.07391,27.49423868,20,,,
'3.149',3,149,89625241.07,26.21886474,26.21886474,1712.883314,1712.883314,89289.95723,27.24692464,20,,,
'3.150',3,150,89929433.88,26.54570336,26.54570336,1739.429018,1739.429018,91029.38625,26.99999685,20,,,
'3.151',3,151,90233202.46,26.87837946,26.87837946,1766.307397,1766.307397,92795.69364,26.75341343,20,,,
'3.152',3,152,90536593.14,27.2170682,27.2170682,1793.524465,1793.524465,94589.21811,26.50713677,20,,,
'3.153',3,153,90839647.48,27.56194984,27.56194984,1821.086415,1821.086415,96410.30452,26.26113313,20,,,
'3.154',3,154,91142402.74,27.91321004,27.91321004,1848.999625,1848.999625,98259.30415,26.01537228,20,,,
'3.155',3,155,91444892.22,28.2710403,28.2710403,1877.270666,1877.270666,100136.5748,25.76982717,20,,,
'3.156',3,156,91747145.72,28.63563836,28.63563836,1905.906304,1905.906304,102042.4811,25.52447361,20,,,
'3.157',3,157,92049189.86,29.00720855,29.00720855,1934.913512,1934.913512,103977.3946,25.27929,20,,,
'3.158',3,158,92351048.38,29.38596229,29.38596229,1964.299475,1964.299475,105941.6941,25.03425707,20,,,
'3.159',3,159,92652742.44,29.77211847,29.77211847,1994.071593,1994.071593,107935.7657,24.78935763,20,,,
'3.160',3,160,92954290.9,30.16590396,30.16590396,2024.237497,2024.237497,109960.0032,24.54457639,20,,,
'3.161',3,161,93255710.54,30.56755402,30.56755402,2054.805051,2054.805051,112014.8082,24.29989971,20,,,
'3.162',3,162,93557016.27,30.97731287,30.97731287,2085.782364,2085.782364,114100.5906,24.05531551,20,,,
'3.163',3,163,93858221.34,31.39543416,31.39543416,2117.177798,2117.177798,116217.7684,23.81081301,20,,,
'3.164',3,164,94159337.51,31.82218157,31.82218157,2148.99998,2148.99998,118366.7684,23.56638268,20,,,
'3.165',3,165,94460375.22,32.25782933,32.25782933,2181.257809,2181.257809,120548.0262,23.32201604,20,,,
'3.166',3,166,94761343.72,32.70266286,32.70266286,2213.960472,2213.960472,122761.9867,23.07770558,20,,,
'3.167',3,167,95062251.19,33.15697941,33.15697941,2247.117451,2247.117451,125009.1041,22.83344466,20,,,
'3.168',3,168,95363104.89,33.62108875,33.62108875,2280.73854,2280.73854,127289.8427,22.58922739,20,,,
'3.169',3,169,95663911.23,34.09531385,34.09531385,2314.833854,2314.833854,129604.6765,22.34504856,20,,,
'3.170',3,170,95964675.88,34.5799917,34.5799917,2349.413846,2349.413846,131954.0904,22.10090357,20,,,
'3.171',3,171,96265403.84,35.07547408,35.07547408,2384.48932,2384.48932,134338.5797,21.85678837,20,,,
'3.172',3,172,96566099.54,35.58212842,35.58212842,2420.071448,2420.071448,136758.6511,21.61269935,20,,,
'3.173',3,173,96866766.88,36.10033875,36.10033875,2456.171787,2456.171787,139214.8229,21.36863336,20,,,
'3.174',3,174,97167409.29,36.63050667,36.63050667,2492.802294,2492.802294,141707.6252,21.1245876,20,,,
'3.175',3,175,97468029.81,37.17305237,37.17305237,2529.975346,2529.975346,144237.6006,20.88055961,20,,,
'3.176',3,176,97768631.12,37.72841577,37.72841577,2567.703762,2567.703762,146805.3043,20.63654722,20,,,
'3.177',3,177,98069215.55,38.29705772,38.29705772,2606.000819,2606.000819,149411.3051,20.39254852,20,,,
'3.178',3,178,98369785.19,38.87946127,38.87946127,2644.880281,2644.880281,152056.1854,20.14856184,20,,,
'3.179',3,179,98670341.85,39.47613306,39.47613306,2684.356414,2684.356414,154740.5418,19.90458569,20,,,
'3.180',3,180,98970887.13,40.08760475,40.08760475,2724.444019,2724.444019,157464.9859,19.66061877,20,,,
'4.40',4,40,36107383.26,5.343811936,5.343811936,229.7296562,229.7296562,4795.884166,70.68991788,40,1.30842E+14,1.30842E+14,18647400
'4.42',4,42,34631857.58,5.172329293,5.172329293,243.4069985,243.4069985,5277.525834,71.88767233,40,,,
'4.43',4,43,34533672.9,5.181367011,5.181367011,248.5883656,248.5883656,5526.114199,71.96737351,40,,,
'4.44',4,44,34465196,5.194966055,5.194966055,253.7833316,253.7833316,5779.897531,72.02295947,40,,,
'4.45',4,45,34426724.39,5.213234942,5.213234942,258.9965666,258.9965666,6038.894097,72.05418871,40,,,
'4.46',4,46,34718953.32,5.306712995,5.306712995,264.3032795,264.3032795,6303.197377,71.81697257,40,,,
'4.47',4,47,34728020.07,5.333065577,5.333065577,269.6363451,269.6363451,6572.833722,71.80961266,40,,,
'4.48',4,48,34768340.05,5.364489365,5.364489365,275.0008345,275.0008345,6847.834557,71.77688301,40,,,
'4.49',4,49,34839999.13,5.401069908,5.401069908,280.4019044,280.4019044,7128.236461,71.71871393,40,,,
'4.50',4,50,34943041.78,5.442887941,5.442887941,285.8447923,285.8447923,7414.081253,71.6350693,40,,,
'4.51',4,51,35077477.9,5.490020331,5.490020331,291.3348127,291.3348127,7705.416066,71.5259411,40,,,
'4.52',4,52,35243288.88,5.542540947,5.542540947,296.8773536,296.8773536,8002.29342,71.39134444,40,,,
'4.53',4,53,35440433.05,5.600521444,5.600521444,302.4778751,302.4778751,8304.771295,71.23131312,40,,,
'4.54',4,54,35668850.41,5.664031959,5.664031959,308.141907,308.141907,8612.913202,71.04589588,40,,,
'4.55',4,55,35928466.54,5.733141699,5.733141699,313.8750487,313.8750487,8926.78825,70.8351531,40,,,
'4.56',4,56,36219195.91,5.807919449,5.807919449,319.6829682,319.6829682,9246.471219,70.59915424,40,,,
'4.57',4,57,36540944.33,5.888433959,5.888433959,325.5714021,325.5714021,9572.042621,70.33797572,40,,,
'4.58',4,58,36893610.82,5.974754238,5.974754238,331.5461564,331.5461564,9903.588777,70.05169954,40,,,
'4.59',4,59,37277088.59,6.06694973,6.06694973,337.6131061,337.6131061,10241.20188,69.74041238,40,,,
'4.60',4,60,37691265.41,6.165090382,6.165090382,343.7781965,343.7781965,10584.98008,69.40420533,40,,,
'4.61',4,61,38136023.25,6.26924659,6.26924659,350.0474431,350.0474431,10935.02752,69.04317422,40,,,
'4.62',4,62,38611237.09,6.379489027,6.379489027,356.4269321,356.4269321,11291.45445,68.65742052,40,,,
'4.63',4,63,39116773.14,6.495888343,6.495888343,362.9228204,362.9228204,11654.37728,68.24705284,40,,,
'4.64',4,64,39836936.84,6.649301937,6.649301937,369.5721224,369.5721224,12023.9494,67.66246167,40,,,
'4.65',4,65,40640213.98,6.818236181,6.818236181,376.3903586,376.3903586,12400.33976,67.01040338,40,,,
'4.66',4,66,41451916.17,6.990336329,6.990336329,383.3806949,383.3806949,12783.72045,66.35150606,40,,,
'4.67',4,67,42271874.51,7.165623065,7.165623065,390.5463179,390.5463179,13174.26677,65.68590684,40,,,
'4.68',4,68,43099861.89,7.344107579,7.344107579,397.8904255,397.8904255,13572.15719,65.01379006,40,,,
'4.69',4,69,43935592.9,7.525791316,7.525791316,405.4162168,405.4162168,13977.57341,64.3353874,40,,,
'4.70',4,70,44778723.92,7.710665722,7.710665722,413.1268826,413.1268826,14390.70029,63.65097781,40,,,
'4.71',4,71,45628853.26,7.898712016,7.898712016,421.0255946,421.0255946,14811.72589,62.96088735,40,,,
'4.72',4,72,46485521.61,8.089900982,8.089900982,429.1154956,429.1154956,15240.84138,62.26548887,40,,,
'4.73',4,73,47348212.61,8.284192802,8.284192802,437.3996884,437.3996884,15678.24107,61.56520151,40,,,
'4.74',4,74,48216353.8,8.481536928,8.481536928,445.8812253,445.8812253,16124.1223,60.86048997,40,,,
'4.75',4,75,49089317.82,8.681872008,8.681872008,454.5630973,454.5630973,16578.6854,60.15186351,40,,,
'4.76',4,76,49966424,8.885125875,8.885125875,463.4482232,463.4482232,17042.13362,59.43987467,40,,,
'4.77',4,77,50846940.33,9.091215599,9.091215599,472.5394388,472.5394388,17514.67306,58.72511764,40,,,
'4.78',4,78,51730085.87,9.300047631,9.300047631,481.8394864,481.8394864,17996.51254,58.00822636,40,,,
'4.79',4,79,52615033.61,9.511518018,9.511518018,491.3510044,491.3510044,18487.86355,57.28987214,40,,,
'4.80',4,80,53500913.81,9.725512726,9.725512726,501.0765171,501.0765171,18988.94006,56.570761,40,,,
'4.81',4,81,54386817.81,9.94190805,9.94190805,511.0184252,511.0184252,19499.95849,55.85163055,40,,,
'4.82',4,82,56708079.76,10.48362807,10.48362807,537.7403401,537.7403401,20442.70564,53.96735171,80,,,
'4.83',4,83,56154894.46,10.38136065,10.38136065,531.560357,531.560357,20552.69784,54.41639855,40,,,
'4.84',4,84,57035096.65,10.60412746,10.60412746,542.1644845,542.1644845,21094.86233,53.70189652,40,,,
'4.85',4,85,57911392.84,10.82871552,10.82871552,552.9932,552.9932,21647.85553,52.99056518,40,,,
'4.86',4,86,58782754.5,11.0549629,11.0549629,564.0481629,564.0481629,22211.90369,52.28323944,40,,,
'4.87',4,87,59648147.28,11.28270277,11.28270277,575.3308656,575.3308656,22787.23456,51.58075892,40,,,
'4.88',4,88,60506538.05,11.51176467,11.51176467,586.8426303,586.8426303,23374.07719,50.88396226,40,,,
'4.89',4,89,61356902.08,11.74197574,11.74197574,598.5846061,598.5846061,23972.66179,50.19368129,40,,,
'4.90',4,90,62198230.57,11.97316212,11.97316212,610.5577682,610.5577682,24583.21956,49.5107349,40,,,
'4.91',4,91,63029538.22,12.20515036,12.20515036,622.7629185,622.7629185,25205.98248,48.8359229,40,,,
'4.92',4,92,63849870.9,12.43776895,12.43776895,635.2006875,635.2006875,25841.18317,48.17001981,40,,,
'4.93',4,93,64814557.37,12.70146845,12.70146845,647.9021559,647.9021559,26489.08532,47.38693787,40,,,
'4.94',4,94,65663536.59,12.94554095,12.94554095,660.8476969,660.8476969,27149.93302,46.69778102,40,,,
'4.95',4,95,66485242.37,13.18716936,13.18716936,674.0348662,674.0348662,27823.96789,46.03076331,40,,,
'4.96',4,96,67280414.13,13.42645643,13.42645643,687.4613227,687.4613227,28511.42921,45.38528453,40,,,
'4.97',4,97,68049786.14,13.66350638,13.66350638,701.1248291,701.1248291,29212.55404,44.76074864,40,,,
'4.98',4,98,68794093.84,13.89842627,13.89842627,715.0232553,715.0232553,29927.57729,44.15655865,40,,,
'4.99',4,99,69514078.53,14.131327,14.131327,729.1545823,729.1545823,30656.73188,43.57211279,40,,,
'4.100',4,100,70210490.54,14.36232412,14.36232412,743.5169064,743.5169064,31400.24878,43.00680201,40,,,
'4.101',4,101,70884091.12,14.59153832,14.59153832,758.1084448,758.1084448,32158.35723,42.46000835,40,,,
'4.102',4,102,71535653.22,14.81909579,14.81909579,772.9275406,772.9275406,32931.28477,41.93110436,40,,,
'4.103',4,103,72165961.36,15.04512834,15.04512834,787.9726689,787.9726689,33719.25744,41.41945324,40,,,
'4.104',4,104,72775810.61,15.26977339,15.26977339,803.2424423,803.2424423,34522.49988,40.92440956,40,,,
'4.105',4,105,73366005.02,15.49317383,15.49317383,818.7356161,818.7356161,35341.23549,40.44532067,40,,,
'4.106',4,106,73937355.42,15.71547768,15.71547768,834.4510938,834.4510938,36175.68659,39.98152835,40,,,
'4.107',4,107,74490676.94,15.93683778,15.93683778,850.3879316,850.3879316,37026.07452,39.53237092,40,,,
'4.108',4,108,75026786.17,16.15741131,16.15741131,866.5453429,866.5453429,37892.61986,39.09718553,40,,,
'4.109',4,109,75546498.17,16.3773593,16.3773593,882.9227022,882.9227022,38775.54257,38.67531056,40,,,
'4.110',4,110,76050623.39,16.59684607,16.59684607,899.5195483,899.5195483,39675.06211,38.26608812,40,,,
'4.111',4,111,76539964.6,16.81603868,16.81603868,916.3355869,916.3355869,40591.3977,37.86886656,40,,,
'4.112',4,112,77015313.9,17.03510636,17.03510636,933.3706933,933.3706933,41524.76839,37.4830029,40,,,
'4.113',4,113,77477449.84,17.25421993,17.25421993,950.6249132,950.6249132,42475.39331,37.10786516,40,,,
'4.114',4,114,77927134.72,17.47355127,17.47355127,968.0984645,968.0984645,43443.49177,36.74283452,40,,,
'4.115',4,115,78365112.16,17.69327279,17.69327279,985.7917373,985.7917373,44429.28351,36.38730739,40,,,
'4.116',4,116,78792104.82,17.91355695,17.91355695,1003.705294,1003.705294,45432.9888,36.04069712,40,,,
'4.117',4,117,79208812.49,18.13457579,18.13457579,1021.83987,1021.83987,46454.82867,35.70243565,40,,,
'4.118',4,118,79615910.44,18.35650056,18.35650056,1040.196371,1040.196371,47495.02504,35.37197487,40,,,
'4.119',4,119,80014047.97,18.57950137,18.57950137,1058.775872,1058.775872,48553.80092,35.04878768,40,,,
'4.120',4,120,80403847.39,18.80374689,18.80374689,1077.579619,1077.579619,49631.38053,34.73236893,40,,,
'4.121',4,121,80785903.14,19.02940406,19.02940406,1096.609023,1096.609023,50727.98956,34.42223609,40,,,
'4.122',4,122,81106309.15,19.24371362,19.24371362,1123.29121,1123.29121,50261.45122,34.16214728,120,,,
'4.123',4,123,81529019.22,19.4856117,19.4856117,1135.351273,1135.351273,52979.20649,33.81901339,40,,,
'4.124',4,124,81891125.54,19.71648617,19.71648617,1155.067759,1155.067759,54134.27425,33.52507445,40,,,
'4.125',4,125,82247580.26,19.94942019,19.94942019,1175.017179,1175.017179,55309.29143,33.23572318,40,,,
'4.126',4,126,82598835.14,20.18457039,20.18457039,1195.201749,1195.201749,56504.49318,32.95059287,40,,,
'4.127',4,127,82945314.18,20.4220913,20.4220913,1215.623841,1215.623841,57720.11702,32.66933933,40,,,
'4.128',4,128,83287414.31,20.66213544,20.66213544,1236.285976,1236.285976,58956.40299,32.39164037,40,,,
'4.129',4,129,83625506.15,20.90485341,20.90485341,1257.190829,1257.190829,60213.59382,32.11719513,40,,,
'4.130',4,130,83959934.92,21.15039407,21.15039407,1278.341224,1278.341224,61491.93505,31.84572337,40,,,
'4.131',4,131,84291021.4,21.3989047,21.3989047,1299.740128,1299.740128,62791.67518,31.57696471,40,,,
'4.132',4,132,84619063.02,21.65053121,21.65053121,1321.390659,1321.390659,64113.06583,31.31067772,40,,,
'4.133',4,133,84944334.87,21.9054184,21.9054184,1343.296078,1343.296078,65456.36191,31.04663906,40,,,
'4.134',4,134,85267090.92,22.16371014,22.16371014,1365.459788,1365.459788,66821.8217,30.78464261,40,,,
'4.135',4,135,85587565.09,22.42554969,22.42554969,1387.885338,1387.885338,68209.70704,30.52449847,40,,,
'4.136',4,136,85905972.42,22.69107997,22.69107997,1410.576418,1410.576418,69620.28346,30.26603208,40,,,
'4.137',4,137,86222510.22,22.96044382,22.96044382,1433.536861,1433.536861,71053.82032,30.00908328,40,,,
'4.138',4,138,86537359.17,23.23378433,23.23378433,1456.770646,1456.770646,72510.59096,29.75350539,40,,,
'4.139',4,139,86850684.46,23.51124512,23.51124512,1480.281891,1480.281891,73990.87285,29.49916434,40,,,
'4.140',4,140,87162636.79,23.79297069,23.79297069,1504.074862,1504.074862,75494.94772,29.24593778,40,,,
'4.141',4,141,87473353.46,24.0791067,24.0791067,1528.153968,1528.153968,77023.10168,28.99371426,40,,,
'4.142',4,142,87782959.36,24.36980032,24.36980032,1552.523769,1552.523769,78575.62545,28.74239242,40,,,
'4.143',4,143,88091567.86,24.66520056,24.66520056,1577.188969,1577.188969,80152.81442,28.4918802,40,,,
'4.144',4,144,88399281.76,24.96545858,24.96545858,1602.154428,1602.154428,81754.96885,28.24209418,40,,,
'4.145',4,145,88706194.13,25.27072805,25.27072805,1627.425156,1627.425156,83382.39401,27.9929588,40,,,
'4.146',4,146,89012389.08,25.5811655,25.5811655,1653.006321,1653.006321,85035.40033,27.74440577,40,,,
'4.147',4,147,89317942.58,25.89693061,25.89693061,1678.903252,1678.903252,86714.30358,27.49637345,40,,,
'4.148',4,148,89622923.08,26.21818664,26.21818664,1705.121439,1705.121439,88419.42502,27.24880626,40,,,
'4.149',4,149,89927392.22,26.5451007,26.5451007,1731.666539,1731.666539,90151.09156,27.00165416,40,,,
'4.150',4,150,90231405.44,26.87784417,26.87784417,1758.544383,1758.544383,91909.63594,26.75487216,40,,,
'4.151',4,151,90535012.52,27.21659304,27.21659304,1785.760976,1785.760976,93695.39692,26.50841984,40,,,
'4.152',4,152,90838258.12,27.56152829,27.56152829,1813.322505,1813.322505,95508.71942,26.26226094,40,,,
'4.153',4,153,91141182.27,27.91283626,27.91283626,1841.235341,1841.235341,97349.95476,26.01636299,40,,,
'4.154',4,154,91443820.79,28.27070906,28.27070906,1869.50605,1869.50605,99219.46081,25.7706969,40,,,
'4.155',4,155,91746205.7,28.63534496,28.63534496,1898.141395,1898.141395,101117.6022,25.52523667,40,,,
'4.156',4,156,92048365.61,29.00694881,29.00694881,1927.148344,1927.148344,103044.7506,25.27995908,40,,,
'4.157',4,157,92350326.06,29.38573245,29.38573245,1956.534076,1956.534076,105001.2846,25.03484341,40,,,
'4.158',4,158,92652109.8,29.77191519,29.77191519,1986.305991,1986.305991,106987.5906,24.78987118,40,,,
'4.159',4,159,92953737.1,30.16572423,30.16572423,2016.471716,2016.471716,109004.0623,24.54502593,40,,,
'4.160',4,160,93255226.01,30.5673952,30.5673952,2047.039111,2047.039111,111051.1014,24.30029303,40,,,
'4.161',4,161,93556592.56,30.97717257,30.97717257,2078.016283,2078.016283,113129.1177,24.05565945,40,,,
'4.162',4,162,93857851.01,31.39531029,31.39531029,2109.411594,2109.411594,115238.5293,23.81111363,40,,,
'4.163',4,163,94159013.99,31.82207223,31.82207223,2141.233666,2141.233666,117379.763,23.5666453,40,,,
'4.164',4,164,94460092.72,32.25773286,32.25773286,2173.491399,2173.491399,119553.2544,23.32224536,40,,,
'4.165',4,165,94761097.15,32.70257777,32.70257777,2206.193977,2206.193977,121759.4484,23.07790573,40,,,
'4.166',4,166,95062036.08,33.15690438,33.15690438,2239.350881,2239.350881,123998.7992,22.83361927,40,,,
'4.167',4,167,95362917.31,33.62102261,33.62102261,2272.971904,2272.971904,126271.7711,22.58937966,40,,,
'4.168',4,168,95663747.72,34.09525558,34.09525558,2307.067159,2307.067159,128578.8383,22.34518129,40,,,
'4.169',4,169,95964533.41,34.57994036,34.57994036,2341.6471,2341.6471,130920.4854,22.10101922,40,,,
'4.170',4,170,96265279.76,35.07542886,35.07542886,2376.722528,2376.722528,133297.2079,21.85688909,40,,,
'4.171',4,171,96565991.51,35.58208861,35.58208861,2412.304617,2412.304617,135709.5126,21.61278705,40,,,
'4.172',4,172,96866672.86,36.10030371,36.10030371,2448.404921,2448.404921,138157.9175,21.36870968,40,,,
'4.173',4,173,97167327.5,36.63047583,36.63047583,2485.035397,2485.035397,140642.9529,21.124654,40,,,
'4.174',4,174,97467958.68,37.17302524,37.17302524,2522.208422,2522.208422,143165.1613,20.88061735,40,,,
'4.175',4,175,97768569.28,37.7283919,37.7283919,2559.936814,2559.936814,145725.0981,20.63659742,40,,,
'4.176',4,176,98069161.81,38.29703673,38.29703673,2598.23385,2598.23385,148323.332,20.39259215,40,,,
'4.177',4,177,98369738.5,38.87944282,38.87944282,2637.113293,2637.113293,150960.4453,20.14859974,40,,,
'4.178',4,178,98670301.3,39.47611683,39.47611683,2676.58941,2676.58941,153637.0347,19.9046186,40,,,
'4.179',4,179,98970851.92,40.08759049,40.08759049,2716.677001,2716.677001,156353.7117,19.66064735,40,,,
'4.180',4,180,99271391.88,40.71442214,40.71442214,2757.391423,2757.391423,159111.1031,19.41668476,40,,,
'4.181',4,181,99571922.5,41.35719845,41.35719845,2798.748621,2798.748621,161909.8517,19.17272975,40,,,
'4.182',4,182,99872444.94,42.01653629,42.01653629,2840.765158,2840.765158,164750.6169,18.92878137,40,,,
'4.183',4,183,100172960.2,42.69308466,42.69308466,2883.458242,2883.458242,167634.0751,18.68483881,40,,,
'4.184',4,184,100473469.2,43.38752684,43.38752684,2926.845769,2926.845769,170560.9209,18.44090134,40,,,
'4.185',4,185,100773972.8,44.10058269,44.10058269,2970.946352,2970.946352,173531.8672,18.19696831,40,,,
'4.186',4,186,101074471.5,44.83301118,44.83301118,3015.779363,3015.779363,176547.6466,17.95303917,40,,,
'4.187',4,187,101374966.1,45.585613,45.585613,3061.364976,3061.364976,179609.0116,17.70911343,40,,,
'4.188',4,188,101675457,46.35923358,46.35923358,3107.724209,3107.724209,182716.7358,17.46519066,40,,,
'5.60',5,60,38481879.04,6.263032723,6.263032723,342.7584411,342.7584411,10545.36082,68.76242661,60,1.30861E+14,1.30861E+14,32487400
'5.63',5,63,38581800.24,6.407048596,6.407048596,365.7910137,365.7910137,11623.63436,68.68131581,60,,,
'5.64',5,64,39314754.76,6.562142969,6.562142969,372.3531567,372.3531567,11995.98752,68.08634173,60,,,
'5.65',5,65,40158217.28,6.737371268,6.737371268,379.090528,379.090528,12375.07804,67.40166305,60,,,
'5.66',5,66,41007393.29,6.915373223,6.915373223,386.0059012,386.0059012,12761.08394,66.71234644,60,,,
'5.67',5,67,42162776.85,7.184430656,7.184430656,393.1903318,393.1903318,13154.27428,65.7744666,60,,,
'5.68',5,68,43013109.18,7.367777743,7.367777743,400.5581096,400.5581096,13554.83239,65.08421137,60,,,
'5.69',5,69,43870232,7.554228091,7.554228091,408.1123377,408.1123377,13962.94472,64.38844396,60,,,
'5.70',5,70,44733872.21,7.743783784,7.743783784,415.8561215,415.8561215,14378.80085,63.68738608,60,,,
'5.71',5,71,45603690.95,7.936435504,7.936435504,423.792557,423.792557,14802.5934,62.9813128,60,,,
'5.72',5,72,46479284.51,8.132162398,8.132162398,431.9247194,431.9247194,15234.51812,62.27055181,60,,,
'5.73',5,73,47360185.58,8.33093196,8.33093196,440.2556513,440.2556513,15674.77377,61.55548248,60,,,
'5.74',5,74,48245864.53,8.532699971,8.532699971,448.7883513,448.7883513,16123.56212,60.83653471,60,,,
'5.75',5,75,49135731.15,8.737410469,8.737410469,457.5257618,457.5257618,16581.08789,60.11418761,60,,,
'5.76',5,76,50029136.63,8.944995793,8.944995793,466.4707576,466.4707576,17047.55864,59.38896784,60,,,
'5.77',5,77,50925375.95,9.155376682,9.155376682,475.6261342,475.6261342,17523.18478,58.66144771,60,,,
'5.78',5,78,51823690.67,9.368462467,9.368462467,484.9945967,484.9945967,18008.17937,57.93224288,60,,,
'5.79',5,79,52723272.18,9.584151335,9.584151335,494.578748,494.578748,18502.75812,57.20200974,60,,,
'5.80',5,80,53623265.38,9.802330697,9.802330697,504.3810787,504.3810787,19007.1392,56.47144241,60,,,
'5.81',5,81,54522772.87,10.02287765,10.02287765,514.4039564,514.4039564,19521.54316,55.74126936,60,,,
'5.82',5,82,55420859.67,10.24565957,10.24565957,524.649616,524.649616,20046.19277,55.01224954,60,,,
'5.83',5,83,56316558.4,10.47053478,10.47053478,535.1201507,535.1201507,20581.31292,54.28516824,60,,,
'5.84',5,84,57208874.93,10.69735334,10.69735334,545.8175041,545.8175041,21127.13043,53.56083242,60,,,
'5.85',5,85,58096794.57,10.92595803,10.92595803,556.7434621,556.7434621,21683.87389,52.84006578,60,,,
'5.86',5,86,58979288.63,11.15618529,11.15618529,567.8996474,567.8996474,22251.77354,52.12370333,60,,,
'5.87',5,87,59855321.44,11.38786645,11.38786645,579.2875139,579.2875139,22831.06105,51.41258579,60,,,
'5.88',5,88,60723857.66,11.62082895,11.62082895,590.9083428,590.9083428,23421.96939,50.70755359,60,,,
'5.89',5,89,61583869.92,11.85489767,11.85489767,602.7632405,602.7632405,24024.73263,50.00944069,60,,,
'5.90',5,90,62434346.61,12.08989641,12.08989641,614.8531369,614.8531369,24639.58577,49.31906827,60,,,
'5.91',5,91,63274299.86,12.32564939,12.32564939,627.1787863,627.1787863,25266.76456,48.63723823,60,,,
'5.92',5,92,64102773.43,12.56198279,12.56198279,639.7407691,639.7407691,25906.50533,47.96472678,60,,,
'5.93',5,93,65082644.08,12.83101821,12.83101821,652.5717873,652.5717873,26559.07711,47.16931913,60,,,
'5.94',5,94,65938110.15,13.07864716,13.07864716,665.6504344,665.6504344,27224.72755,46.47489658,60,,,
'5.95',5,95,66765662.9,13.32373285,13.32373285,678.9741673,678.9741673,27903.70172,45.80313262,60,,,
'5.96',5,96,67566081.56,13.56638483,13.56638483,692.5405521,692.5405521,28596.24227,45.15339468,60,,,
'5.97',5,97,68340138.38,13.80671394,13.80671394,706.347266,706.347266,29302.58953,44.52505591,60,,,
'5.98',5,98,69088605.22,14.0448337,14.0448337,720.3920997,720.3920997,30022.98163,43.91748974,60,,,
